 11
 1 83012
 3038 600 321
 135 2697 116 71
 136 2716 191 24
 137 2696 540 15
 138 2704 1437 99
 139 2704 1583 69
 140 2703 1680 14
 141 2694 2221 19
 142 2704 2317 71
 143 2714 2345 93
 144 2733 2374 97
 145 2720 3100 90
 146 2721 3147 54
 147 2752 3198 99
 148 2712 3194 5
 149 2683 3196 70
 150 2642 3195 43
 151 2763 3292 83
 152 2761 3332 10
 153 2761 3369 69
 154 2760 3409 93
 155 2732 3467 31
 156 2701 3621 70
 157 2699 3852 53
 158 2781 3940 90
 159 2701 3940 85
 160 2623 3945 66
 161 2621 -5 5
 162 2744 18 42
 163 2649 25 38
 164 2609 48 19
 165 2659 94 98
 166 2658 134 57
 167 2659 171 32
 168 2658 208 72
 169 2657 248 33
 170 2660 285 35
 171 2659 325 68
 172 2659 368 95
 173 2545 92 82
 174 2543 131 48
 175 2543 170 84
 176 2541 212 75
 177 2538 248 89
 178 2544 288 98
 179 2541 246 26
 180 2541 362 44
 181 2571 270 72
 182 2571 325 21
 183 2485 36 45
 184 2524 54 61
 185 2494 249 7
 186 2590 393 36
 187 2641 411 92
 188 2659 441 54
 189 2660 500 15
 190 2660 538 38
 191 2658 577 32
 192 2659 618 69
 193 2660 656 13
 194 2661 701 20
 195 2658 733 15
 196 2659 772 66
 197 2582 439 62
 198 2592 521 94
 199 2581 770 69
 200 2543 497 35
 201 2542 536 95
 202 2543 579 47
 203 2542 615 30
 204 2542 657 54
 205 2543 691 1
 206 2543 734 64
 207 2541 771 70
 208 2542 808 41
 209 2543 847 75
 210 2540 877 68
 211 2617 847 43
 212 2620 916 78
 213 2570 1004 47
 214 2529 1003 93
 215 2656 1042 60
 216 2658 1082 2
 217 2656 1118 90
 218 2657 1159 92
 219 2656 1200 9
 220 2657 1236 7
 221 2657 1272 24
 222 2657 1314 5
 223 2616 1137 50
 224 2617 1195 29
 225 2624 1273 66
 226 2598 1314 57
 227 2558 1214 29
 228 2542 1040 10
 229 2540 1079 27
 230 2541 1121 67
 231 2540 1156 59
 232 2539 1195 53
 233 2539 1231 40
 234 2540 1272 72
 235 2540 1311 12
 236 2501 1342 63
 237 2540 1358 51
 238 2540 1398 84
 239 2512 1436 30
 240 2628 1435 61
 241 2643 1484 82
 242 2667 1524 1
 243 2666 1560 29
 244 2665 1601 72
 245 2667 1640 52
 246 2665 1679 59
 247 2665 1728 59
 248 2666 1755 99
 249 2666 1794 89
 250 2665 1836 40
 251 2667 1873 66
 252 2646 1486 58
 253 2617 1525 57
 254 2628 1715 72
 255 2618 1756 91
 256 2548 1524 50
 257 2550 1561 14
 258 2552 1600 47
 259 2550 1640 82
 260 2550 1677 25
 261 2551 1717 37
 262 2551 1756 46
 263 2551 1798 18
 264 2549 1832 78
 265 2550 1874 70
 266 2579 1893 66
 267 2665 1935 30
 268 2647 1991 46
 269 2667 2025 13
 270 2667 2064 99
 271 2667 2104 24
 272 2665 2139 9
 273 2666 2178 36
 274 2665 2220 84
 275 2665 2254 34
 276 2548 2258 15
 277 2549 2218 50
 278 2549 2180 50
 279 2550 2141 51
 280 2549 2103 90
 281 2548 2064 96
 282 2548 2025 76
 283 2538 1987 46
 284 2590 2333 35
 285 2666 2328 1
 286 2667 2394 50
 287 2667 2432 22
 288 2666 2470 44
 289 2666 2508 92
 290 2665 2550 5
 291 2665 2586 64
 292 2666 2626 81
 293 2549 2393 37
 294 2548 2431 63
 295 2549 2473 82
 296 2548 2512 2
 297 2546 2548 73
 298 2550 2591 63
 299 2548 2627 99
 300 2687 2716 60
 301 2686 2868 41
 302 2647 2711 6
 303 2645 2866 26
 304 2643 2906 34
 305 2645 2984 16
 306 2604 2905 21
 307 2605 3109 100
 308 2605 3136 21
 309 2606 3290 73
 310 2606 3333 66
 311 2606 3368 60
 312 2604 3410 88
 313 2568 3037 59
 314 2568 3079 81
 315 2568 3119 30
 316 2567 3157 86
 317 2566 3195 76
 318 2567 3234 83
 319 2568 3274 23
 320 2566 3310 31
 321 2568 3350 56
 322 2566 3386 61
 323 2567 3428 4
 324 2568 3466 36
 325 2352 89 49
 326 2348 125 85
 327 2349 168 94
 328 2349 208 28
 329 2350 244 55
 330 2349 286 21
 331 2350 322 32
 332 2400 333 83
 333 2466 323 93
 334 2406 207 100
 335 2378 168 58
 336 2417 130 96
 337 2397 70 58
 338 2468 283 37
 339 2467 242 99
 340 2494 245 63
 341 2467 208 61
 342 2462 168 40
 343 2465 129 22
 344 2465 90 85
 345 2421 383 83
 346 2377 449 19
 347 2458 392 94
 348 2468 467 23
 349 2507 561 10
 350 2351 534 52
 351 2352 574 24
 352 2350 614 42
 353 2350 652 22
 354 2352 691 95
 355 2350 727 53
 356 2351 768 47
 357 2467 765 31
 358 2466 729 44
 359 2466 692 15
 360 2466 649 70
 361 2466 613 14
 362 2466 574 16
 363 2467 540 68
 364 2513 572 55
 365 2350 827 67
 366 2418 836 14
 367 2438 875 85
 368 2475 833 31
 369 2495 941 87
 370 2388 942 4
 371 2348 940 37
 372 2475 1008 10
 373 2466 1038 58
 374 2351 1040 43
 375 2350 1075 20
 376 2349 1114 49
 377 2347 1152 91
 378 2349 1192 72
 379 2349 1232 78
 380 2348 1270 46
 381 2348 1307 71
 382 2388 1209 40
 383 2408 1116 63
 384 2468 1310 19
 385 2466 1269 23
 386 2465 1232 39
 387 2484 1212 100
 388 2465 1190 58
 389 2465 1158 46
 390 2462 1112 13
 391 2466 1075 52
 392 2367 1354 83
 393 2380 1433 4
 394 2338 1452 35
 395 2415 1482 81
 396 2436 1431 42
 397 2425 1394 97
 398 2426 1358 78
 399 2465 1471 90
 400 2473 1373 51
 401 2321 1522 13
 402 2320 1557 81
 403 2320 1598 12
 404 2318 1638 52
 405 2320 1673 81
 406 2321 1717 43
 407 2322 1755 51
 408 2321 1794 56
 409 2321 1832 62
 410 2322 1872 7
 411 2349 1831 53
 412 2377 1870 51
 413 2378 1830 64
 414 2378 1789 96
 415 2378 1752 97
 416 2378 1714 8
 417 2377 1679 81
 418 2376 1637 14
 419 2378 1597 93
 420 2378 1558 77
 421 2380 1524 62
 422 2525 1880 28
 423 2493 1868 95
 424 2495 1830 94
 425 2493 1791 99
 426 2492 1753 54
 427 2493 1714 41
 428 2491 1676 3
 429 2492 1634 27
 430 2493 1601 27
 431 2494 1559 66
 432 2494 1349 8
 433 2378 2022 38
 434 2379 2059 76
 435 2377 2099 88
 436 2379 2137 78
 437 2377 2177 17
 438 2379 2218 45
 439 2379 2254 58
 440 2454 2041 58
 441 2474 1953 2
 442 2495 2288 9
 443 2493 2255 20
 444 2494 2218 94
 445 2491 2176 64
 446 2492 2138 3
 447 2493 2100 57
 448 2493 2061 39
 449 2495 2022 10
 450 2377 2388 52
 451 2378 2425 76
 452 2377 2468 100
 453 2376 2501 55
 454 2377 2547 59
 455 2379 2586 6
 456 2378 2624 49
 457 2378 2663 63
 458 2406 2428 70
 459 2437 2505 45
 460 2448 2624 54
 461 2495 2665 67
 462 2495 2623 27
 463 2495 2585 57
 464 2493 2547 34
 465 2493 2506 85
 466 2495 2468 18
 467 2494 2429 95
 468 2494 2391 96
 469 2379 2749 26
 470 2377 2786 21
 471 2377 2825 67
 472 2375 2865 15
 473 2378 2903 67
 474 2376 2943 12
 475 2377 2981 74
 476 2446 2769 87
 477 2436 2729 55
 478 2529 2979 77
 479 2515 3013 97
 480 2494 2982 10
 481 2491 2942 9
 482 2491 2902 72
 483 2492 2865 60
 484 2492 2825 55
 485 2493 2786 70
 486 2493 2748 13
 487 2531 2827 1
 488 2531 2787 26
 489 2530 2710 46
 490 2376 3057 90
 491 2376 3095 56
 492 2376 3136 39
 493 2378 3175 3
 494 2377 3212 46
 495 2377 3251 15
 496 2375 3288 1
 497 2377 3328 98
 498 2378 3368 82
 499 2376 3408 55
 500 2424 3426 14
 501 2454 3444 40
 502 2494 3403 10
 503 2495 3368 48
 504 2493 3326 35
 505 2492 3286 35
 506 2493 3248 72
 507 2493 3210 13
 508 2493 3170 37
 509 2492 3127 89
 510 2494 3095 8
 511 2495 3059 7
 512 2390 3550 67
 513 2385 3695 34
 514 2504 3813 78
 515 2268 3813 50
 516 2150 91 90
 517 2150 129 90
 518 2149 165 95
 519 2147 209 10
 520 2149 244 54
 521 2147 282 89
 522 2149 323 11
 523 2179 243 35
 524 2191 66 61
 525 2228 76 89
 526 2227 108 89
 527 2218 303 43
 528 2240 341 25
 529 2267 325 77
 530 2268 282 32
 531 2326 306 24
 532 2267 243 60
 533 2302 223 95
 534 2265 203 52
 535 2305 188 49
 536 2264 167 62
 537 2267 127 76
 538 2265 87 24
 539 2303 72 27
 540 2111 428 78
 541 2111 466 26
 542 2187 426 45
 543 2246 486 63
 544 2266 464 96
 545 2317 468 30
 546 2229 406 91
 547 2150 534 50
 548 2149 573 17
 549 2147 611 7
 550 2144 651 47
 551 2150 691 39
 552 2148 728 1
 553 2148 848 21
 554 2128 807 80
 555 2178 611 70
 556 2188 642 82
 557 2225 515 23
 558 2225 555 91
 559 2233 728 58
 560 2303 767 98
 561 2267 767 79
 562 2266 730 49
 563 2303 709 20
 564 2265 689 89
 565 2312 650 35
 566 2266 651 24
 567 2267 615 40
 568 2262 571 88
 569 2266 534 77
 570 2130 803 56
 571 2167 848 36
 572 2245 843 100
 573 2286 885 63
 574 2167 921 78
 575 2136 939 90
 576 2149 1031 94
 577 2148 1063 28
 578 2147 1107 50
 579 2149 1143 27
 580 2145 1183 36
 581 2146 1219 13
 582 2146 1261 13
 583 2148 1300 8
 584 2148 1333 12
 585 2146 1377 93
 586 2195 1378 94
 587 2193 1221 48
 588 2206 1181 92
 589 2186 1142 4
 590 2206 1106 25
 591 2224 1066 20
 592 2265 1375 88
 593 2265 1339 79
 594 2261 1296 97
 595 2263 1260 57
 596 2264 1220 87
 597 2291 1221 73
 598 2263 1182 33
 599 2281 1164 63
 600 2264 1143 76
 601 2263 1104 18
 602 2261 1065 45
 603 2261 1026 61
 604 2253 1463 57
 605 2173 1462 71
 606 2146 1520 62
 607 2145 1558 88
 608 2147 1597 33
 609 2146 1635 83
 610 2144 1677 12
 611 2147 1716 42
 612 2145 1753 78
 613 2144 1793 76
 614 2147 1831 100
 615 2146 1870 55
 616 2204 1868 5
 617 2206 1830 77
 618 2205 1789 68
 619 2206 1753 86
 620 2205 1714 37
 621 2202 1673 5
 622 2204 1635 30
 623 2204 1596 72
 624 2203 1557 70
 625 2203 1521 41
 626 2251 1813 23
 627 2240 1558 48
 628 2252 1521 61
 629 2308 1966 28
 630 2310 1927 24
 631 2261 1922 43
 632 2194 1921 72
 633 2134 1951 99
 634 2148 2080 10
 635 2146 2122 82
 636 2143 2161 91
 637 2144 2200 89
 638 2148 2240 86
 639 2146 2278 73
 640 2145 2316 61
 641 2145 2354 73
 642 2146 2393 84
 643 2146 2434 90
 644 2186 2136 65
 645 2244 2450 68
 646 2204 2430 20
 647 2203 2391 26
 648 2204 2273 45
 649 2205 2314 33
 650 2199 2273 3
 651 2204 2239 100
 652 2230 2254 59
 653 2205 2197 36
 654 2203 2158 78
 655 2205 2602 71
 656 2205 2083 66
 657 2241 2062 21
 658 2204 2043 27
 659 2203 2014 100
 660 2254 2026 10
 661 2328 2024 24
 662 2319 2080 8
 663 2319 2122 19
 664 2318 2165 91
 665 2287 2169 40
 666 2319 2202 64
 667 2290 2230 79
 668 2319 2238 40
 669 2319 2277 68
 670 2291 2297 9
 671 2320 2316 76
 672 2321 2355 38
 673 2319 2396 61
 674 2319 2430 59
 675 2348 2396 97
 676 2167 2537 76
 677 2164 2576 66
 678 2163 2624 18
 679 2136 2641 49
 680 2115 2584 72
 681 2107 2661 46
 682 2106 2701 45
 683 2107 2740 30
 684 2105 2775 23
 685 2106 2819 79
 686 2104 2855 78
 687 2105 2894 53
 688 2105 2933 70
 689 2106 2992 95
 690 2175 3029 62
 691 2222 2990 55
 692 2187 2932 32
 693 2183 2893 25
 694 2185 2853 97
 695 2209 2813 8
 696 2186 2814 60
 697 2182 2778 22
 698 2185 2738 30
 699 2184 2700 60
 700 2183 2661 66
 701 2212 2699 21
 702 2252 2739 88
 703 2300 2991 38
 704 2300 2964 96
 705 2301 2933 36
 706 2301 2896 44
 707 2298 2854 49
 708 2299 2816 18
 709 2297 2776 53
 710 2296 2738 41
 711 2299 2700 70
 712 2300 2660 34
 713 2337 2703 19
 714 2336 2663 1
 715 2338 2620 19
 716 2290 2585 90
 717 2106 3087 89
 718 2075 3104 73
 719 2108 3123 33
 720 2107 3165 24
 721 2105 3201 27
 722 2107 3242 95
 723 2106 3277 47
 724 2103 3318 77
 725 2106 3359 100
 726 2106 3416 72
 727 2185 3356 46
 728 2185 3319 52
 729 2184 3277 8
 730 2181 3242 53
 731 2184 3201 32
 732 2184 3163 58
 733 2183 3122 41
 734 2182 3081 50
 735 2222 3222 51
 736 2279 3184 11
 737 2328 3077 36
 738 2298 3084 35
 739 2299 3125 95
 740 2298 3165 93
 741 2296 3205 81
 742 2299 3239 70
 743 2295 3280 75
 744 2300 3324 23
 745 2299 3355 11
 746 2339 3260 89
 747 2327 3416 72
 748 2062 3604 78
 749 2106 3606 58
 750 2167 3618 8
 751 2106 3643 76
 752 2104 3684 38
 753 2105 3723 70
 754 2105 3764 47
 755 2103 3801 40
 756 2106 3841 59
 757 2106 3884 87
 758 2166 3850 81
 759 2096 71 76
 760 2097 227 44
 761 2058 86 85
 762 2061 131 28
 763 2060 170 95
 764 2058 209 32
 765 2058 248 57
 766 2057 285 55
 767 2058 328 51
 768 1991 187 71
 769 1979 325 63
 770 1937 53 45
 771 1942 90 18
 772 1944 130 23
 773 1943 167 78
 774 1942 209 52
 775 1941 246 1
 776 1941 285 39
 777 1939 325 8
 778 2037 410 77
 779 2010 488 89
 780 2062 538 96
 781 2060 574 86
 782 2059 615 90
 783 2059 651 26
 784 2060 691 5
 785 2059 732 99
 786 2059 772 53
 787 2050 812 67
 788 1989 733 16
 789 1990 576 100
 790 1941 536 39
 791 1942 572 92
 792 1944 614 26
 793 1943 654 100
 794 1943 693 99
 795 1943 729 87
 796 1941 771 96
 797 1951 896 4
 798 2058 981 100
 799 2070 1031 53
 800 2069 1069 36
 801 2067 1107 100
 802 2068 1142 1
 803 2068 1182 95
 804 2068 1223 29
 805 2068 1259 40
 806 2074 1299 72
 807 2107 1327 31
 808 2067 1365 25
 809 2028 1318 78
 810 2038 1281 22
 811 2021 1243 1
 812 2000 1205 52
 813 1951 1257 41
 814 1950 1223 68
 815 1951 1183 70
 816 1951 1146 26
 817 1950 1111 10
 818 1950 1068 69
 819 1954 1028 88
 820 1954 972 13
 821 1951 893 54
 822 1971 1087 62
 823 2009 1032 99
 824 1893 1348 27
 825 1912 1409 46
 826 1941 1427 99
 827 2009 1433 34
 828 2000 1387 82
 829 2028 1526 18
 830 2029 1561 13
 831 2029 1599 89
 832 2029 1638 46
 833 2029 1680 55
 834 2028 1719 20
 835 2029 1755 70
 836 2028 1795 56
 837 2028 1833 40
 838 2029 1872 77
 839 2076 1813 95
 840 2097 1853 35
 841 2048 1950 11
 842 2018 1930 95
 843 1971 1521 37
 844 1971 1560 74
 845 1971 1600 100
 846 1970 1643 53
 847 1969 1677 49
 848 1971 1717 43
 849 1970 1754 23
 850 1969 1795 36
 851 1967 1351 91
 852 1969 1871 43
 853 2065 2026 73
 854 2107 2095 3
 855 2085 2141 52
 856 2095 2229 59
 857 2112 2317 44
 858 2009 2024 75
 859 2030 2084 97
 860 2029 2123 18
 861 2029 2162 47
 862 2028 2202 57
 863 2028 2239 5
 864 2029 2275 12
 865 2027 2317 24
 866 2027 2354 97
 867 2027 2393 78
 868 2028 2433 38
 869 1971 2082 17
 870 1970 2120 87
 871 1970 2161 34
 872 1972 2201 64
 873 1970 2239 93
 874 1969 2278 20
 875 1971 2317 89
 876 1970 2355 18
 877 1970 2392 42
 878 1969 2433 62
 879 1970 2469 79
 880 1949 2553 73
 881 2009 2576 10
 882 2009 2622 10
 883 2029 2665 95
 884 1982 2663 52
 885 1986 2707 18
 886 1988 2743 77
 887 1988 2777 17
 888 1989 2818 3
 889 1988 2857 71
 890 1988 2893 92
 891 1988 2934 99
 892 1912 2664 88
 893 1912 2703 39
 894 1911 2738 96
 895 1911 2779 55
 896 1913 2817 28
 897 1911 2858 60
 898 1912 2895 17
 899 1910 2932 25
 900 2026 2992 8
 901 1929 3049 19
 902 1990 3088 55
 903 1990 3125 75
 904 1989 3165 51
 905 1988 3203 55
 906 1990 3244 6
 907 1986 3280 12
 908 1989 3317 32
 909 1989 3357 87
 910 1989 3419 74
 911 2036 3318 92
 912 2045 3389 12
 913 1911 3416 68
 914 1909 3357 98
 915 1911 3318 21
 916 1911 3278 85
 917 1911 3240 19
 918 1911 3201 8
 919 1910 3165 7
 920 1912 3124 17
 921 1912 3086 90
 922 1930 3049 1
 923 2028 2992 61
 924 1988 3606 40
 925 1988 3646 83
 926 1989 3685 99
 927 1986 3724 80
 928 1986 3766 24
 929 1987 3803 34
 930 1986 3841 11
 931 1984 3880 72
 932 2015 3802 86
 933 2036 3841 30
 934 2015 3881 68
 935 1949 3605 52
 936 1949 3647 10
 937 1949 3811 24
 938 1949 3888 45
 939 1890 3540 91
 940 1911 3570 60
 941 1911 3608 59
 942 1910 3649 73
 943 1910 3686 31
 944 1911 3726 32
 945 1911 3760 48
 946 1911 3802 60
 947 1911 3841 13
 948 1911 3880 78
 949 1893 3820 18
 950 1870 3782 81
 951 1884 90 50
 952 1886 245 74
 953 1896 365 53
 954 1846 91 3
 955 1848 132 35
 956 1846 168 42
 957 1848 211 38
 958 1848 249 65
 959 1848 286 95
 960 1850 327 10
 961 1789 73 10
 962 1781 128 100
 963 1809 182 18
 964 1819 214 56
 965 1770 360 74
 966 1761 449 79
 967 1808 453 18
 968 1837 438 63
 969 1903 516 47
 970 1857 540 80
 971 1855 576 10
 972 1855 615 1
 973 1854 652 86
 974 1886 697 44
 975 1859 694 21
 976 1856 734 45
 977 1825 731 22
 978 1856 770 41
 979 1913 770 50
 980 1894 829 91
 981 1845 826 90
 982 1847 904 52
 983 1863 981 85
 984 1866 1020 82
 985 1866 1055 100
 986 1866 1099 17
 987 1865 1137 1
 988 1868 1174 94
 989 1866 1215 4
 990 1866 1251 26
 991 1866 1292 2
 992 1863 1329 4
 993 1864 1369 4
 994 1862 1402 19
 995 1836 1214 21
 996 1749 979 58
 997 1749 1018 16
 998 1750 1059 79
 999 1749 1098 1
 1000 1749 1138 80
 1001 1748 1175 25
 1002 1748 1213 71
 1003 1750 1250 48
 1004 1749 1293 17
 1005 1717 1291 73
 1006 1749 1330 70
 1007 1750 1371 1
 1008 1751 1409 75
 1009 1697 1389 18
 1010 1920 1563 100
 1011 1933 1642 73
 1012 1892 1636 80
 1013 1913 1787 83
 1014 1854 1523 76
 1015 1856 1562 1
 1016 1855 1600 96
 1017 1853 1641 96
 1018 1855 1678 12
 1019 1855 1717 2
 1020 1856 1756 83
 1021 1855 1794 17
 1022 1852 1834 87
 1023 1853 1952 74
 1024 1930 2024 67
 1025 1929 2236 20
 1026 1942 2277 52
 1027 1921 2314 38
 1028 1923 2382 28
 1029 1932 2430 54
 1030 1884 2451 25
 1031 1853 2023 48
 1032 1855 2083 67
 1033 1856 2123 48
 1034 1854 2160 31
 1035 1854 2201 46
 1036 1855 2236 59
 1037 1853 2277 55
 1038 1856 2317 40
 1039 1855 2356 56
 1040 1855 2394 54
 1041 1852 2431 52
 1042 1911 2528 50
 1043 1871 2526 54
 1044 1854 2645 25
 1045 1851 2990 17
 1046 1832 3298 45
 1047 1832 3339 66
 1048 1692 32 50
 1049 1732 91 55
 1050 1733 127 43
 1051 1710 233 47
 1052 1735 170 95
 1053 1731 209 53
 1054 1731 251 52
 1055 1731 288 42
 1056 1731 325 36
 1057 1681 213 22
 1058 1682 249 8
 1059 1645 91 89
 1060 1645 129 90
 1061 1643 167 30
 1062 1642 208 72
 1063 1643 249 48
 1064 1643 285 9
 1065 1641 322 26
 1066 1732 449 23
 1067 1652 450 80
 1068 1736 537 6
 1069 1741 575 48
 1070 1741 614 73
 1071 1741 658 18
 1072 1710 655 21
 1073 1740 692 97
 1074 1741 730 22
 1075 1742 766 93
 1076 1651 534 66
 1077 1652 575 85
 1078 1652 614 84
 1079 1651 653 59
 1080 1653 692 47
 1081 1654 730 19
 1082 1651 770 14
 1083 1650 856 76
 1084 1785 2005 4
 1085 1788 2045 61
 1086 1787 2085 24
 1087 1788 2120 8
 1088 1788 2160 57
 1089 1786 2200 91
 1090 1786 2238 38
 1091 1787 2274 21
 1092 1787 2316 63
 1093 1758 2317 87
 1094 1788 2355 80
 1095 1757 2374 9
 1096 1789 2368 70
 1097 1785 2431 97
 1098 1777 2471 27
 1099 1727 1947 17
 1100 1730 1986 32
 1101 1706 2082 32
 1102 1709 2429 58
 1103 1668 2003 67
 1104 1668 2044 66
 1105 1668 2083 79
 1106 1669 2121 28
 1107 1669 2161 21
 1108 1670 2200 66
 1109 1670 2237 49
 1110 1669 2274 84
 1111 1669 2317 45
 1112 1669 2356 71
 1113 1669 2391 83
 1114 1666 2430 82
 1115 1797 2529 88
 1116 1745 2568 44
 1117 1680 2515 60
 1118 1630 2530 7
 1119 1796 2665 93
 1120 1795 2703 19
 1121 1798 2742 98
 1122 1797 2778 87
 1123 1796 2816 51
 1124 1797 2857 29
 1125 1795 2892 10
 1126 1797 2934 10
 1127 1736 2719 78
 1128 1739 2779 87
 1129 1728 2859 48
 1130 1729 2913 76
 1131 1736 2963 27
 1132 1697 2664 67
 1133 1699 2702 31
 1134 1701 2742 82
 1135 1699 2778 26
 1136 1699 2816 12
 1137 1699 2856 48
 1138 1698 2894 37
 1139 1695 2937 3
 1140 1795 3088 87
 1141 1795 3129 15
 1142 1797 3163 74
 1143 1797 3203 64
 1144 1796 3243 45
 1145 1795 3277 63
 1146 1795 3320 22
 1147 1796 3358 16
 1148 1717 3020 77
 1149 1739 3184 73
 1150 1696 3041 10
 1151 1699 3069 29
 1152 1700 3109 22
 1153 1700 3143 3
 1154 1699 3183 74
 1155 1701 3223 55
 1156 1699 3260 91
 1157 1678 3280 85
 1158 1700 3302 90
 1159 1701 3339 56
 1160 1698 3379 70
 1161 1697 3418 24
 1162 1794 3571 86
 1163 1795 3609 3
 1164 1796 3647 1
 1165 1795 3686 6
 1166 1795 3726 37
 1167 1795 3764 4
 1168 1794 3802 62
 1169 1795 3840 7
 1170 1796 3881 96
 1171 1697 3568 94
 1172 1698 3605 12
 1173 1698 3649 22
 1174 1698 3685 81
 1175 1699 3723 3
 1176 1696 3765 7
 1177 1699 3798 100
 1178 1697 3847 59
 1179 1695 3877 56
 1180 1705 3918 89
 1181 1443 88 99
 1182 1442 127 72
 1183 1440 167 27
 1184 1441 204 38
 1185 1442 242 86
 1186 1442 282 11
 1187 1440 321 72
 1188 1482 302 80
 1189 1480 262 74
 1190 1481 223 46
 1191 1477 68 23
 1192 1529 86 44
 1193 1528 126 91
 1194 1531 167 24
 1195 1526 204 44
 1196 1530 245 84
 1197 1528 283 55
 1198 1530 323 48
 1199 1548 366 21
 1200 1564 331 30
 1201 1415 458 17
 1202 1402 574 74
 1203 1412 610 19
 1204 1453 455 52
 1205 1452 492 51
 1206 1452 534 33
 1207 1453 572 67
 1208 1451 612 99
 1209 1451 652 84
 1210 1454 687 100
 1211 1453 731 99
 1212 1451 765 26
 1213 1452 805 71
 1214 1452 844 70
 1215 1452 880 16
 1216 1542 891 87
 1217 1537 809 87
 1218 1540 767 23
 1219 1542 727 7
 1220 1615 765 86
 1221 1576 708 44
 1222 1539 689 9
 1223 1533 647 3
 1224 1540 610 73
 1225 1539 573 3
 1226 1538 534 42
 1227 1518 455 36
 1228 1412 1054 25
 1229 1432 1073 16
 1230 1452 1056 7
 1231 1449 1093 40
 1232 1450 1132 38
 1233 1449 1172 88
 1234 1454 1210 22
 1235 1452 1252 30
 1236 1452 1289 77
 1237 1451 1324 84
 1238 1450 1366 63
 1239 1452 1406 36
 1240 1509 1206 43
 1241 1529 1291 33
 1242 1570 1055 42
 1243 1570 1092 70
 1244 1567 1131 29
 1245 1567 1171 30
 1246 1566 1209 11
 1247 1567 1251 68
 1248 1566 1290 93
 1249 1567 1322 63
 1250 1565 1370 90
 1251 1567 1405 28
 1252 1586 1232 59
 1253 1605 1190 63
 1254 1663 1171 44
 1255 1660 1089 35
 1256 1663 1056 100
 1257 1598 1995 71
 1258 1490 2080 9
 1259 1490 2121 36
 1260 1487 2157 60
 1261 1487 2198 100
 1262 1489 2235 40
 1263 1487 2274 10
 1264 1489 2314 15
 1265 1487 2351 94
 1266 1492 2393 77
 1267 1488 2429 75
 1268 1517 2196 81
 1269 1557 2215 47
 1270 1556 2078 67
 1271 1602 2079 41
 1272 1604 2118 65
 1273 1604 2074 18
 1274 1605 2199 96
 1275 1601 2237 85
 1276 1604 2272 94
 1277 1603 2316 89
 1278 1604 2355 7
 1279 1604 2391 2
 1280 1603 2427 60
 1281 1477 2491 28
 1282 1458 2546 71
 1283 1468 2613 66
 1284 1494 2552 41
 1285 1548 2553 7
 1286 1594 2544 81
 1287 1605 2494 3
 1288 1488 2659 43
 1289 1486 2703 27
 1290 1488 2735 44
 1291 1488 2776 96
 1292 1457 2775 18
 1293 1489 2813 19
 1294 1488 2855 10
 1295 1457 2890 91
 1296 1488 2893 6
 1297 1487 2932 26
 1298 1544 2775 26
 1299 1547 2699 69
 1300 1535 2668 89
 1301 1583 2660 34
 1302 1585 2701 44
 1303 1585 2738 24
 1304 1584 2777 6
 1305 1586 2815 31
 1306 1581 2852 22
 1307 1586 2894 63
 1308 1583 2933 45
 1309 1485 3010 31
 1310 1439 3046 71
 1311 1448 3124 87
 1312 1488 3085 100
 1313 1493 3124 84
 1314 1489 3162 78
 1315 1485 3201 82
 1316 1492 3244 34
 1317 1487 3279 60
 1318 1490 3316 20
 1319 1488 3357 45
 1320 1583 3065 93
 1321 1624 3107 91
 1322 1588 3102 88
 1323 1585 3146 27
 1324 1583 3182 17
 1325 1601 3205 30
 1326 1584 3223 10
 1327 1584 3258 23
 1328 1584 3300 89
 1329 1586 3341 28
 1330 1582 3373 74
 1331 1584 3417 21
 1332 1613 3420 14
 1333 1632 3435 47
 1334 1640 3473 26
 1335 1671 3463 75
 1336 1499 3493 14
 1337 1487 3528 20
 1338 1488 3570 69
 1339 1486 3596 17
 1340 1487 3643 2
 1341 1487 3685 80
 1342 1487 3722 14
 1343 1488 3763 35
 1344 1487 3800 32
 1345 1488 3841 91
 1346 1488 3878 44
 1347 1547 3703 68
 1348 1543 3742 99
 1349 1582 3572 7
 1350 1583 3604 96
 1351 1584 3648 3
 1352 1584 3686 22
 1353 1580 3722 71
 1354 1584 3764 28
 1355 1583 3801 78
 1356 1584 3842 6
 1357 1586 3878 56
 1358 1624 3861 6
 1359 1633 3901 93
 1360 1661 3889 61
 1361 1622 3648 4
 1362 1631 3607 44
 1363 1651 3568 71
 1364 1187 114 30
 1365 1225 83 57
 1366 1253 91 18
 1367 1283 86 62
 1368 1251 128 82
 1369 1249 163 22
 1370 1252 206 68
 1371 1230 225 23
 1372 1250 245 5
 1373 1287 243 96
 1374 1254 283 17
 1375 1254 324 42
 1376 1292 324 58
 1377 1319 48 91
 1378 1329 83 84
 1379 1327 126 80
 1380 1329 166 57
 1381 1329 204 7
 1382 1330 244 41
 1383 1329 284 38
 1384 1329 321 41
 1385 1396 68 100
 1386 1417 128 73
 1387 1415 167 89
 1388 1405 211 57
 1389 1366 265 60
 1390 1376 333 94
 1391 1415 327 69
 1392 1260 533 22
 1393 1260 571 78
 1394 1258 610 8
 1395 1259 648 54
 1396 1257 689 38
 1397 1259 727 9
 1398 1259 765 51
 1399 1258 804 70
 1400 1258 864 72
 1401 1297 611 96
